"site_name","url","question","answer","category","internal_link","link"
"DOCKER","https://www.docker.com/pricing/faq/","I'm a Docker Team customer, what is new in my plan?","Docker Team now includes the following benefits: Instead of paying an additional per-seat fee, Docker Build Cloud is now available to all users in your Docker plan. Learn how to use Build Cloud.Docker Build Cloud minutes are increasing from 400/mo to 500/mo.Docker Scout now includes unlimited repos with continuous vulnerability analysis, an increase from 3. Get started with Docker Scout quickstart.500 Testcontainers Cloud runtime minutes are now included for use either in Docker Desktop or for CI.Docker Hub hourly image pull rate limits will be removed.The minimum number of users is 1 (lowered from 5) Docker Team price increased from $9/user/month (annual) to $15/user/mo (annual) and from $11/user/month (monthly) to $16/user/month (monthly). If you require additional Build Cloud minutes or Testcontainers Cloud runtime minutes, you can add these to your plan with consumption-based pricing, or reach out to sales for invoice pricing. See the pricing page for more details.","Docker plans overview","1","Docker Build Cloud, Docker Scout quickstart, Let's get to know each other, Find Your Perfect Docker Plan"
"DOCKER","https://www.docker.com/pricing/faq/","I'm a Docker Pro customer, what is new with my plan?","Docker Pro now includes: Docker Build Cloud minutes increased from 100/month to 200/month and no monthly fee. Learn how to use Build Cloud.2 included repos with continuous vulnerability analysis in Docker Scout. Get started with Docker Scout quickstart.100 Testcontainers Cloud runtime minutes are now included for use either in Docker Desktop or for CI.Docker Hub hourly image pull rate limits will be removed. Docker Pro plans increased from $5/month (annual) to $9/month (annual) and from $7/month (monthly) to $11/month (monthly). If you require additional Build Cloud minutes, Docker Scout repos or Testcontainers Cloud runtime minutes, you can add these to your plan with consumption-based pricing. See the pricing page for more details.","Docker plans overview","1","Docker Build Cloud, Docker Scout quickstart, Find Your Perfect Docker Plan"
"DOCKER","https://www.docker.com/pricing/faq/","I'm a Docker Personal user, what is included in my plan?","Docker Personal plans remain free but still subject to our licensing terms. When you are logged into your account, you will see additional features and entitlements: 1 included repo with continuous vulnerability analysis in Docker Scout. Get started with Docker Scout quickstart.Unlimited public Docker Hub repos.1 private Docker Hub repo.Updated Docker Hub image pull rate limit of 100 pulls/hr/user. Unauthenticated users will be limited to 10 Docker Hub pulls/hr/IP address. Docker Personal users who want to start or continue using Docker Build Cloud may trial the service for seven days, or upgrade to a Docker Pro plan. Docker Personal users may also trial Testcontainers Cloud for 7 days.","Docker plans overview","1","Docker Subscription Service Agreement, Docker Scout quickstart"
"DOCKER","https://www.docker.com/pricing/faq/","When does new pricing go into effect?","New pricing goes into effect on December 10, 2024, for all new customers. For all existing customers, new pricing will take effect on your next renewal date after December 9, 2024. When you renew, you will receive the benefits and entitlements of the new plans. Between now and your renewal date, your existing plan details will apply.","Docker plans overview","0","NA"
"DOCKER","https://www.docker.com/pricing/faq/","What kind of entitlement do the subscription plans offer?","The subscriptions provide customers access to the entire suite of Docker Products. Each of the subscription plans has a clear definition of the features, use limits, and costs associated with each of the Docker suite of products.","Docker plans overview, Subscription","0","NA"
"DOCKER","https://www.docker.com/pricing/faq/","What kind of users are required to pay for the subscription?","All users authorized to access any products or features listed in the corresponding paid subscription plan are required to have a paid subscription. The customer is required to pay for the total number of authorized users to a paid subscription plan. Customers have the flexibility to adjust the actual users in the system to access the products as long as the total number of authorized users is consistent with the paid user count.","Docker plans overview, Subscription","0","NA"
"DOCKER","https://www.docker.com/pricing/faq/","Are users required to authenticate for accessing all of the products?","All users are required to authenticate to access Docker Build Cloud, Docker Scout, and Testcontainers Cloud. Users are highly encouraged to authenticate when using Docker Desktop and Hub to receive full access to all features, to allow organizations to have clear visibility in product adoption, as well as gain additional security benefits for the organization.","Docker plans overview, Subscription","0","NA"
"DOCKER","https://www.docker.com/pricing/faq/","How do we get access to all of the products included in the subscription plans?","Once a subscription is active, Docker will automatically provision and activate the account for the customer to access each of the products. Please refer to this doc for more details.","Docker plans overview, Subscription","1","Manage Docker products"
"DOCKER","https://www.docker.com/pricing/faq/","Can I disable certain products or services of my subscription?","Yes. By default, once the subscription is active, the users of a subscription plan will have access to all products. At the same time, the owners or admins of a subscription plan can disable a service in the admin console. Please refer to this doc for more details.","Docker plans overview, Subscription","1","Manage Docker products"
"DOCKER","https://www.docker.com/pricing/faq/","Who's required to pay for Docker subscription plans?","Each subscription plan clearly defines its features, usage limits, and costs. Customers who want access to any paid products or features must subscribe to a paid plan. For small companies with fewer than 250 employees AND less than $10M in revenue, Docker will continue to offer free usage of Docker Desktop only under the following terms: 4.2 Specific License Limitations for Standalone use of Docker Desktop. (a) The use of Docker Desktop without a paid Subscription, is further restricted(i) to your use for a non-commercial open source project and/or (ii) use in a commercial undertaking with fewer than 250 employees and less than US $10,000,000 (or equivalent local currency) in annual revenue. Government Entities shall not use Docker Desktop or access other Entitlements of the Service without purchasing a Subscription Docker's open-source software such as the Docker Engine is accessible for all and supported by the Moby project maintainers and community members.","Docker plans overview, Subscription","0","NA"
